vehicle_id,lap,accel_mag_mean,accel_mag_max,accel_mag_std,jerk_mean,jerk_max,accx_can_mean_abs,accy_can_mean_abs
GR86-002-2,1,0.5204722249116855,2.0121811548665294,0.3587515994911087,1.1383159251986639,44.90202446246584,0.17121240276577354,0.44981201382886776
GR86-002-2,2,0.6718090672098506,2.0488484570606973,0.4122369933230628,1.1546133023456095,11.865548244977115,0.22855842436279375,0.586395233366435
GR86-002-2,3,0.6917125761404644,2.3882012059288473,0.4278392948869247,1.2046219172624115,18.46392363990013,0.23317403035413153,0.6028360876897133
GR86-002-2,4,0.6902260738550337,2.217469729218417,0.4271790027681247,1.2138460325517397,18.25786062845822,0.22996978954514596,0.6030546503733876
GR86-002-2,5,0.6889319664256756,2.127052890738733,0.4340157299474352,1.164171781468106,13.016724907981207,0.23451623815967523,0.6000740866035182
GR86-002-2,6,0.6894432914489087,2.1301840296087096,0.4347307444335898,1.1907253632254737,12.945868174254162,0.2321793313069909,0.6003792637622425
GR86-002-2,7,0.6948349637977377,1.998673560139324,0.4221716198145217,1.1806292228127873,18.865095888760983,0.23517199596095592,0.609121171322787
GR86-002-2,8,0.6715025007672879,2.084441411985475,0.4252915166896612,1.2298018552734233,22.075429346372616,0.23943450586264656,0.5765139028475712
GR86-002-2,9,0.6771905098220412,1.8836594702864953,0.44381055093393074,1.2032377750951793,29.25870554737056,0.2393611859838275,0.580440026954178
GR86-002-2,10,0.6786044051474798,2.1661117238037377,0.4270034560621507,1.1539047673990706,15.331522716885319,0.23940308001339136,0.5861871442919317
GR86-002-2,11,0.6894550790530871,1.969199075766592,0.42233641718253867,1.1488828079641291,20.342327578850632,0.2390033613445378,0.5971401680672269
GR86-002-2,12,0.6831123008958391,2.163631207022121,0.4289744116693811,1.1957028037777966,15.107892628321693,0.2410649698593436,0.5893600133958473
GR86-002-2,13,0.6842274941717575,1.9882942438180522,0.4258071635781082,1.164870777508777,15.957342853424713,0.23410377679482816,0.5958240898264716
GR86-002-2,14,0.6844827176146137,1.8501191853499601,0.4322368878717362,1.1476981787465035,15.503903623060003,0.23553211009174313,0.5908824328916072
GR86-002-2,15,0.6786268549024158,2.030008866975708,0.4337617146828553,1.2021488885758076,16.74219523145594,0.23291049798115748,0.5868549798115748
GR86-002-2,16,0.67918468914543,2.1915592622605486,0.4299598344399756,1.1859104115030765,16.578591260667867,0.2332186972662842,0.5898288896388795
GR86-002-2,17,0.698933593353402,2.0960021469454655,0.42063705342141167,1.2006198726742954,18.576275239994978,0.24405525606469003,0.6009676549865229
GR86-002-2,18,0.678357729375353,1.9971404557516732,0.43266567182558285,1.2389968876004886,22.294567373961236,0.2366063363667004,0.5859774182676104
GR86-002-2,19,0.6640220642764618,2.007127300397262,0.4484792982660783,1.1299183982376706,20.592005577104672,0.2432507532641446,0.5654563106796117
GR86-002-2,20,0.6697556032212414,2.1178715730657514,0.4324110934061563,1.150851939936613,14.821226914437135,0.23623915237134205,0.5722640430541541
GR86-002-2,21,0.6628524805234091,2.171105709080053,0.44603737257815335,1.1277258716578165,17.945655707724043,0.23291143535799116,0.5694485917882592
GR86-002-2,22,0.6588220977084346,2.0464315282950465,0.445887308705338,1.1195817686069836,13.99490598692534,0.2382102061507266,0.5617127407908078
GR86-002-2,23,0.11381847714779356,1.580410073367036,0.2617223937250226,0.2021018336592622,10.746842929414349,0.048403660369257195,0.09038144053241735
GR86-006-7,1,0.523054525156259,2.411331789696308,0.3493393696288748,1.053642697505145,43.591135676431485,0.19145845085701887,0.4414812323714472
GR86-006-7,2,0.6854395111575766,2.144250918153004,0.42113385277146176,1.1737133412016676,19.134810243822123,0.22480157372562437,0.603460485802258
GR86-006-7,3,0.6925480611699518,2.4632714020180564,0.4308547444180779,1.2212685176639309,18.017211337953555,0.22600275387263338,0.6114320137693632
GR86-006-7,4,0.7024414579224657,2.1473555830369597,0.42601423335773647,1.271956452212287,12.665498597644907,0.22671625344352617,0.6215716253443526
GR86-006-7,5,0.6886045270388728,2.3456736772194042,0.43688660703514487,1.1875682260174918,13.3905550978413,0.2256486765211413,0.6071045032657271
GR86-006-7,6,0.6934775262396324,2.460270310352096,0.4290409161512596,1.2646090576191802,14.848430861158125,0.22334414475930353,0.6150092181631956
GR86-006-7,7,0.703783480339032,2.0873739482900517,0.4204721771702824,1.2518016357525747,15.772456568631918,0.2290844927044452,0.6234082117407533
GR86-006-7,8,0.6906584677648626,2.0304767912980437,0.39785702789851635,1.326550703655597,24.80061141812358,0.22872475515028706,0.607145896656535
GR86-006-7,9,0.6963564329161066,2.4370461628783318,0.4040423991466688,1.2269101299088998,15.53269054908931,0.24084729403653912,0.6063833160978973
GR86-006-7,10,0.6660568795501723,2.028952931933119,0.42003073891459464,1.2902505648147717,20.77668108025875,0.22874694012570296,0.5776109824677472
GR86-006-7,11,0.7056416308394684,2.0411920536784383,0.4062635880210186,1.2906711776738236,26.57960910681338,0.23973666210670316,0.6147017783857729
GR86-006-7,12,0.6900646469371783,2.0046478493740487,0.4155680649331134,1.241513583996779,14.30500470706907,0.23874862825788754,0.597156378600823
GR86-006-7,13,0.6845724303242268,2.221799270861344,0.42278706817939793,1.2807587543658139,16.525322140101046,0.23864566395663955,0.5915481029810298
GR86-006-7,14,0.6731439488372937,2.299094169450221,0.42254938809954123,1.2702470817965033,41.952271604526956,0.2422340209671965,0.577874535001691
GR86-006-7,15,0.6796315844723786,2.1303755537463345,0.4343627464239978,1.2318878772734703,14.579913728016596,0.23351042022548685,0.5906894431158183
GR86-006-7,16,0.6878863905196543,2.1896175465135457,0.4311579900808605,1.210464858789095,11.981636088704605,0.23801843632639125,0.5967705701604643
GR86-006-7,17,0.6904988141659516,2.0147188389450275,0.4078691040920536,1.2865151358672189,17.65877754911032,0.23935340136054425,0.59908231292517
GR86-006-7,18,0.6923891533376918,2.0701751133660165,0.4065545783518008,1.2708009399963245,16.368500084547986,0.2408404761904762,0.5991465986394557
GR86-006-7,19,0.6700543240508017,2.206710674284239,0.42838258641962323,1.2843856352469605,18.537028721459077,0.24319752662315355,0.5681765716248712
GR86-006-7,20,0.6748291140798321,2.1962263089217378,0.40698173264916643,1.2903696429865945,12.49930958189231,0.2378835246455098,0.5796465226198515
GR86-006-7,21,0.6783952916960796,2.0227478834496404,0.41990685026529895,1.2787528456981851,13.282131309488184,0.2381517404528557,0.5843203785062521
GR86-006-7,22,0.6738927406148604,1.9876181725874817,0.41646983191943693,1.2442861838385415,14.515274240422412,0.24219224283305224,0.5756364249578415
GR86-006-7,23,0.3173930059376254,1.1776132641916022,0.2819911518271324,0.7185042441055642,7.74048271665064,0.11688369545371555,0.2589039620230053
GR86-013-80,1,0.4644347374012659,1.447921613900421,0.3020167153046818,0.9131894609007237,15.472310568414677,0.17869374262101537,0.38314356552538364
GR86-013-80,2,0.6161827013884597,1.7185022548719568,0.3862736990142662,1.1029769214031933,15.7091218351251,0.23503695652173914,0.5115111801242236
GR86-013-80,3,0.6722579741080044,2.018336195979253,0.4258667716042781,1.1468187793142945,14.885042862354206,0.2405552605376701,0.5683405243942914
GR86-013-80,4,0.6639640816580634,1.658543035317444,0.4247542322732685,1.1208591367940621,13.611881450366354,0.2381539486837721,0.5600609796734421
GR86-013-80,5,0.6493671720738509,2.357376720000433,0.41855756310068065,1.2008269868878303,36.594355887657166,0.24522214983713359,0.5397628664495114
GR86-013-80,6,0.6742673766515529,1.8711133049604451,0.4153428056325956,1.1042350517396702,15.638013884154981,0.23890642690642688,0.5761488511488512
GR86-013-80,7,0.6551634461561366,1.97885648797481,0.4174320500214103,1.08506236543014,20.86184540521786,0.24584522251308902,0.5479545157068063
GR86-013-80,8,0.6526322762888066,2.0115914098046845,0.4280658261752092,1.0311514579840881,12.025331649564649,0.22580532165712358,0.5536045806668912
GR86-013-80,9,0.6596080555454716,2.0077811135679107,0.43244006883111574,1.0420972990213446,14.107939349476089,0.23322029372496664,0.5606445260347129
GR86-013-80,10,0.6499985711959455,1.9568906458972102,0.4296069641302918,1.0446800459922785,12.619354262827798,0.2347171617161716,0.5497379537953796
GR86-013-80,11,0.6637310141995655,2.028476521924767,0.436331663871168,1.0808527912705883,13.263105437621636,0.23499466666666663,0.5636843333333333
GR86-013-80,12,0.6625106826029264,1.9428280932702204,0.4295487317605959,1.057072280397421,14.666757825775504,0.23983416583416584,0.5581878121878121
GR86-013-80,13,0.6662212554203969,1.8901653366835398,0.41653118522345634,1.135045231983535,12.90110042686916,0.2470585106382979,0.5566515957446808
GR86-013-80,14,0.657693994821293,1.9786096128342245,0.42971221430075374,1.1241695219328995,14.940623136352674,0.23654134838923946,0.5554191298571903
GR86-013-80,15,0.6646449821914012,1.8047298966881442,0.4309874081588547,1.0927681353969527,11.781705358577582,0.232,0.5660531594784354
